gamesPlayed, groundOuts, airOuts, runs, doubles, triples, homeRuns, strikeOuts, baseOnBalls, intentionalWalks, hits, hitByPitch, avg  , atBats, obp  , slg  , ops  , caughtStealing, stolenBases, stolenBasePercentage, groundIntoDoublePlay, numberOfPitches, plateAppearances, totalBases, rbi , leftOnBase, sacBunts, sacFlies, babip, groundOutsToAirouts, catchersInterference, atBatsPerHomeRun, player_id, play_group, season, gamesStarted, era  , inningsPitched, wins, losses, saves, saveOpportunities, holds, blownSaves, earnedRuns, whip , battersFaced, outs , gamesPitched, completeGames, shutouts, strikes, strikePercentage, hitBatsmen, balks, wildPitches, pickoffs, winPercentage, pitchesPerInning, gamesFinished, strikeoutWalkRatio, strikeoutsPer9Inn, walksPer9Inn, hitsPer9Inn, runsScoredPer9, homeRunsPer9, inheritedRunners, inheritedRunnersScored, player_name                 , team_id, position         , team_name            , team_abbreviation, division               , league
          3,          3,       1,    0,       0,       0,        0,          1,           0,                0,    1,          0, 0.167,      6, 0.167, 0.167, 0.334,              0,           0,                     ,                    0,              21,                 ,          1,     ,           ,        0,        0,      ,                3.00,                    0,                 ,    689266, pitching  ,   2025,          0.0,  0.00,            2.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        0.0,  0.50,          6.0,   6.0,          3.0,           0.0,      0.0,    16.0, .760            ,        0.0,   0.0,         0.0,      1.0,              ,            10.50,           3.0,                   ,              4.50,         0.00,        4.50,           0.00,         0.00,              6.0,                    2.0, Dylan Dodd                  ,     144, Pitcher          , Atlanta Braves       , ATL              , National League East   , National League
         14,         73,      74,   26,      10,       0,        8,        110,          27,                0,   67,          0, 0.207,    323, 0.268, 0.313, 0.581,              4,           9, .692                ,                    4,            1393,                 ,        101,     ,           ,        0,        1,      ,                0.99,                    1,                 ,    676979, pitching  ,   2025,         14.0,  2.35,           88.0,  6.0,    4.0,   0.0,               0.0,   0.0,        0.0,       23.0,  1.07,        352.0, 264.0,         14.0,           0.0,      0.0,   928.0, .670            ,        0.0,   3.0,         0.0,      0.0, .600         ,            15.83,           0.0,               4.07,             11.25,         2.76,        6.85,           2.66,         0.82,              0.0,                    0.0, Garrett Crochet             ,     111, Pitcher          , Boston Red Sox       , BOS              , American League East   , American League
         10,          2,       6,    5,       1,       0,        1,         18,           1,                0,    7,          0, 0.212,     33, 0.235, 0.333, 0.568,              0,           0,                     ,                    0,             134,             34.0,         11,  7.0,       16.0,        0,        0, .429 ,                0.33,                    0,            33.00,    687221, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Dalton Rushing              ,     119, Catcher          , Los Angeles Dodgers  , LAD              , National League West   , National League
          4,         13,      26,   18,       6,       0,        4,         14,          10,                0,   23,          1, 0.319,     72, 0.395, 0.569, 0.964,              0,           6, 1.000               ,                    0,             343,                 ,         41,     ,           ,        1,        3,      ,                0.50,                    0,                 ,    687223, pitching  ,   2025,          4.0,  8.50,           18.0,  0.0,    4.0,   0.0,               0.0,   0.0,        0.0,       17.0,  1.83,         87.0,  54.0,          4.0,           0.0,      0.0,   205.0, .600            ,        1.0,   0.0,         1.0,      0.0, .000         ,            19.06,           0.0,               1.40,              7.00,         5.00,       11.50,           9.00,         2.00,              0.0,                    0.0, Carson Palmquist            ,     115, Pitcher          , Colorado Rockies     , COL              , National League West   , National League
         48,         27,      26,   17,       2,       2,        1,         31,           9,                0,   26,          0, 0.245,    106, 0.299, 0.33 , 0.629,              2,           8, .800                ,                    1,             427,            119.0,         35, 14.0,       58.0,        2,        2, .329 ,                1.04,                    0,           106.00,    679032, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Johan Rojas                 ,     143, Outfielder       , Philadelphia Phillies, PHI              , National League East   , National League
         59,         50,      78,   30,       6,       2,        4,         43,          20,                0,   53,          1, 0.239,    222, 0.303, 0.338, 0.641,              1,          11, .917                ,                    0,            1100,            245.0,         75, 26.0,       89.0,        1,        1, .278 ,                0.64,                    0,            55.50,    681082, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Bryson Stott                ,     143, Second Base      , Philadelphia Phillies, PHI              , National League East   , National League
         21,         45,      42,   20,       5,       1,        4,         40,          20,                0,   46,          2, 0.269,    171, 0.351, 0.38 , 0.731,              3,           1, .250                ,                    4,             754,                 ,         65,     ,           ,        1,        1,      ,                1.07,                    0,                 ,    695418, pitching  ,   2025,          6.0,  3.86,           44.1,  1.0,    5.0,   0.0,               0.0,   3.0,        0.0,       19.0,  1.49,        195.0, 133.0,         21.0,           0.0,      0.0,   487.0, .650            ,        2.0,   0.0,         0.0,      0.0, .167         ,            17.01,           2.0,               2.00,              8.12,         4.06,        9.34,           4.06,         0.81,              9.0,                    3.0, Brad Lord                   ,     120, Pitcher          , Washington Nationals , WSH              , National League East   , National League
         54,         30,      37,   17,       6,       0,        1,         15,           5,                0,   30,          0, 0.278,    108, 0.31 , 0.361, 0.671,              1,           5, .833                ,                    3,             425,            117.0,         39, 13.0,       48.0,        4,        0, .315 ,                0.81,                    0,           108.00,    664702, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Myles Straw                 ,     141, Outfielder       , Toronto Blue Jays    , TOR              , American League East   , American League
          2,          4,       2,    0,       0,       0,        0,          0,           0,                0,    0,          0, 0.0  ,      6, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,              17,              6.0,          0,  0.0,        3.0,        0,        0, .000 ,                2.00,                    0,                 ,    668800, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Andrew Knizner              ,     137, Catcher          , San Francisco Giants , SF               , National League West   , National League
         63,         67,      52,   22,       9,       1,        8,         73,          26,                1,   58,          2, 0.235,    247, 0.309, 0.377, 0.686,              2,           3, .600                ,                    6,            1104,            278.0,         93, 36.0,      111.0,        0,        3, .296 ,                1.29,                    0,            30.88,    668804, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Bryan Reynolds              ,     134, Outfielder       , Pittsburgh Pirates   , PIT              , National League Central, National League
          1,          2,       1,    1,       1,       0,        0,          0,           1,                0,    2,          0, 0.4  ,      5, 0.5  , 0.6  , 1.1  ,              0,           0,                     ,                    0,              18,                 ,          3,     ,           ,        0,        0,      ,                2.00,                    0,                 ,    642180, pitching  ,   2025,          0.0,  9.00,            1.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        1.0,  3.00,          6.0,   3.0,          1.0,           0.0,      0.0,     8.0, .440            ,        0.0,   0.0,         0.0,      0.0,              ,            18.00,           1.0,               0.00,              0.00,         9.00,       18.00,           9.00,         0.00,              1.0,                    1.0, Tyler Wade                  ,     135, Outfielder       , San Diego Padres     , SD               , National League West   , National League
         40,         24,      15,   11,       1,       1,        0,         26,          11,                0,   19,          0, 0.235,     81, 0.326, 0.272, 0.598,              2,           1, .333                ,                    0,             376,             95.0,         22,  6.0,       33.0,        3,        0, .345 ,                1.60,                    0,                 ,    642180, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Tyler Wade                  ,     135, Outfielder       , San Diego Padres     , SD               , National League West   , National League
         34,         25,      37,    9,       6,       0,        2,         18,          10,                0,   21,          0, 0.21 ,    100, 0.279, 0.33 , 0.609,              1,           0, .000                ,                    2,             441,            111.0,         33,  9.0,       51.0,        0,        1, .235 ,                0.68,                    0,            50.00,    543877, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Christian Vázquez           ,     142, Catcher          , Minnesota Twins      , MIN              , American League Central, American League
         29,         14,      30,    5,       2,       0,        2,         35,           9,                0,   15,          0, 0.16 ,     94, 0.233, 0.245, 0.478,              0,           4, 1.000               ,                    2,             383,                 ,         23,     ,           ,        0,        0,      ,                0.47,                    0,                 ,    547973, pitching  ,   2025,          0.0,  1.71,           26.1,  3.0,    2.0,  11.0,              12.0,   1.0,        1.0,        5.0,  0.91,        103.0,  79.0,         29.0,           0.0,      0.0,   266.0, .690            ,        0.0,   0.0,         1.0,      0.0, .600         ,            14.54,          17.0,               3.89,             11.96,         3.08,        5.13,           1.71,         0.68,              5.0,                    0.0, Aroldis Chapman             ,     111, Pitcher          , Boston Red Sox       , BOS              , American League East   , American League
         48,         38,      32,   15,       4,       2,        7,         42,           8,                0,   33,          1, 0.229,    144, 0.273, 0.431, 0.704,              0,           2, 1.000               ,                    2,             621,            155.0,         62, 23.0,       65.0,        0,        1, .271 ,                1.19,                    1,            20.57,    683146, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Brett Baty                  ,     121, Third Base       , New York Mets        , NYM              , National League East   , National League
          4,          9,      18,   11,       2,       0,        3,         21,           7,                0,   18,          2, 0.273,     66, 0.36 , 0.439, 0.799,              1,           0, .000                ,                    0,             304,                 ,         29,     ,           ,        0,        0,      ,                0.50,                    0,                 ,    701581, pitching  ,   2025,          4.0,  5.40,           16.2,  0.0,    1.0,   0.0,               0.0,   0.0,        0.0,       10.0,  1.50,         75.0,  50.0,          4.0,           0.0,      0.0,   191.0, .630            ,        2.0,   0.0,         0.0,      1.0, .000         ,            18.24,           0.0,               3.00,             11.34,         3.78,        9.72,           5.94,         1.62,              0.0,                    0.0, David Festa                 ,     142, Pitcher          , Minnesota Twins      , MIN              , American League Central, American League
         54,         40,      42,   16,       5,       2,        4,         45,           6,                0,   30,          4, 0.192,    156, 0.24 , 0.327, 0.567,              0,           1, 1.000               ,                    9,             622,            167.0,         51, 19.0,       86.0,        0,        1, .241 ,                0.95,                    0,            39.00,    677008, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Heston Kjerstad             ,     110, Outfielder       , Baltimore Orioles    , BAL              , American League East   , American League
         14,         17,      17,    5,       0,       2,        1,         15,           5,                0,   12,          2, 0.203,     59, 0.279, 0.322, 0.601,              0,           1, 1.000               ,                    3,             277,                 ,         19,     ,           ,        0,        2,      ,                1.00,                    0,                 ,    695445, pitching  ,   2025,          0.0,  2.55,           17.2,  2.0,    0.0,   0.0,               0.0,   1.0,        0.0,        5.0,  0.96,         68.0,  53.0,         14.0,           0.0,      0.0,   176.0, .640            ,        2.0,   0.0,         0.0,      0.0, 1.000        ,            15.68,           5.0,               3.00,              7.64,         2.55,        6.11,           2.55,         0.51,              9.0,                    4.0, Chase Lee                   ,     116, Pitcher          , Detroit Tigers       , DET              , American League Central, American League
         59,         48,      45,   17,       4,       3,        3,         29,           3,                0,   43,          0, 0.277,    155, 0.286, 0.4  , 0.686,              1,           1, .500                ,                    2,             584,            168.0,         62, 15.0,       61.0,        7,        3, .317 ,                1.07,                    0,            51.67,    664728, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Kyle Isbel                  ,     118, Outfielder       , Kansas City Royals   , KC               , American League Central, American League
         52,         39,      35,   22,       7,       3,        2,         33,           7,                1,   33,          1, 0.237,    139, 0.279, 0.374, 0.653,              1,           5, .833                ,                    1,             542,            148.0,         52, 13.0,       64.0,        1,        0, .298 ,                1.11,                    0,            69.50,    642201, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Eli White                   ,     144, Outfielder       , Atlanta Braves       , ATL              , National League East   , National League
          8,          5,       3,    3,       3,       1,        1,          4,           3,                0,    7,          0, 0.368,     19, 0.455, 0.789, 1.244,              0,           0,                     ,                    0,              96,             22.0,         15,  2.0,        3.0,        0,        0, .429 ,                1.67,                    0,            19.00,    656541, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Sam Hilliard                ,     115, Outfielder       , Colorado Rockies     , COL              , National League West   , National League
          8,         11,      16,    0,       1,       0,        0,          3,           4,                0,    4,          0, 0.118,     34, 0.211, 0.147, 0.358,              0,           0,                     ,                    1,             138,                 ,          5,     ,           ,        0,        0,      ,                0.69,                    0,                 ,    519326, pitching  ,   2025,          0.0,  0.00,           10.0,  1.0,    0.0,   0.0,               0.0,   2.0,        0.0,        0.0,  0.80,         38.0,  30.0,          8.0,           0.0,      0.0,    85.0, .620            ,        0.0,   0.0,         0.0,      0.0, 1.000        ,            13.80,           1.0,               0.75,              2.70,         3.60,        3.60,           0.00,         0.00,             13.0,                    3.0, Hunter Strickland           ,     108, Pitcher          , Los Angeles Angels   , LAA              , American League West   , American League
         27,         18,      21,   18,       6,       0,        1,         30,          12,                0,   21,          3, 0.239,     88, 0.346, 0.341, 0.687,              1,           5, .833                ,                    2,             452,                 ,         30,     ,           ,        1,        1,      ,                0.86,                    0,                 ,    642207, pitching  ,   2025,          0.0,  6.08,           23.2,  2.0,    2.0,   7.0,               8.0,   7.0,        1.0,       16.0,  1.39,        105.0,  71.0,         27.0,           0.0,      0.0,   278.0, .620            ,        3.0,   0.0,         2.0,      0.0, .500         ,            19.10,          12.0,               2.50,             11.41,         4.56,        7.99,           6.85,         0.38,              3.0,                    0.0, Devin Williams              ,     147, Pitcher          , New York Yankees     , NYY              , American League East   , American League
         46,         37,      44,   35,      11,       1,       10,         57,           8,                0,   50,          2, 0.267,    187, 0.303, 0.497, 0.8  ,              3,          10, .769                ,                    2,             823,            198.0,         93, 25.0,       45.0,        0,        1, .331 ,                0.84,                    0,            18.70,    687263, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Zach Neto                   ,     108, Shortstop        , Los Angeles Angels   , LAA              , American League West   , American League
         29,         17,      26,   18,       6,       0,        7,         42,           8,                1,   24,          0, 0.222,    108, 0.274, 0.472, 0.746,              1,           0, .000                ,                    0,             454,                 ,         51,     ,           ,        0,        1,      ,                0.65,                    0,                 ,    656546, pitching  ,   2025,          0.0,  5.65,           28.2,  5.0,    2.0,  15.0,              18.0,   0.0,        3.0,       18.0,  1.12,        117.0,  86.0,         29.0,           0.0,      0.0,   317.0, .700            ,        0.0,   0.0,         1.0,      0.0, .714         ,            15.84,          25.0,               5.25,             13.19,         2.51,        7.53,           5.65,         2.20,              4.0,                    3.0, Jeff Hoffman                ,     141, Pitcher          , Toronto Blue Jays    , TOR              , American League East   , American League
         29,          0,       0,    0,       0,       0,        0,          0,           0,                0,    0,          0, 0.0  ,      0, 0.0  , 0.0  , 0.0  ,              0,           0,                     ,                    0,               0,              0.0,          0,  0.0,        0.0,        0,        0,      ,                    ,                    0,                 ,    656546, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jeff Hoffman                ,     141, Pitcher          , Toronto Blue Jays    , TOR              , American League East   , American League
         54,         47,      67,   30,       9,       0,        5,         29,          33,                0,   52,          3, 0.269,    193, 0.381, 0.394, 0.775,              1,           4, .800                ,                    4,             960,            231.0,         76, 30.0,       66.0,        0,        2, .292 ,                0.70,                    0,            38.60,    650402, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Gleyber Torres              ,     116, Second Base      , Detroit Tigers       , DET              , American League Central, American League
         19,          6,       5,    3,       2,       0,        0,          5,           0,                0,    5,          0, 0.238,     21, 0.238, 0.333, 0.571,              1,           1, .500                ,                    0,              74,             21.0,          7,  2.0,       10.0,        0,        0, .313 ,                1.20,                    0,                 ,    660644, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Vidal Bruján                ,     112, Third Base       , Chicago Cubs         , CHC              , National League Central, National League
         13,         71,      58,   30,      10,       0,       11,         68,          29,                0,   52,          2, 0.211,    247, 0.296, 0.385, 0.681,              0,           1, 1.000               ,                    6,            1109,                 ,         95,     ,           ,        0,        2,      ,                1.22,                    0,                 ,    656550, pitching  ,   2025,         12.0,  3.99,           67.2,  3.0,    4.0,   0.0,               0.0,   0.0,        0.0,       30.0,  1.20,        280.0, 203.0,         13.0,           0.0,      0.0,   694.0, .630            ,        2.0,   0.0,         2.0,      0.0, .429         ,            16.39,           1.0,               2.34,              9.04,         3.86,        6.92,           3.99,         1.46,              0.0,                    0.0, Grant Holmes                ,     144, Pitcher          , Atlanta Braves       , ATL              , National League East   , National League
         20,          7,       8,    3,       0,       0,        1,         13,           6,                0,    5,          0, 0.152,     33, 0.282, 0.242, 0.524,              0,           0,                     ,                    1,             171,             39.0,          8,  3.0,       18.0,        0,        0, .211 ,                0.88,                    0,            33.00,    642215, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Weston Wilson               ,     143, Outfielder       , Philadelphia Phillies, PHI              , National League East   , National League
          2,          2,       7,    0,       0,       0,        0,          0,           0,                0,    3,          0, 0.25 ,     12, 0.25 , 0.25 , 0.5  ,              0,           0,                     ,                    0,              36,                 ,          3,     ,           ,        0,        0,      ,                0.29,                    0,                 ,    642215, pitching  ,   2025,          0.0,  0.00,            3.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        0.0,  1.00,         12.0,   9.0,          2.0,           0.0,      0.0,    26.0, .720            ,        0.0,   0.0,         0.0,      0.0,              ,            12.00,           2.0,                   ,              0.00,         0.00,        9.00,           0.00,         0.00,              0.0,                    0.0, Weston Wilson               ,     143, Outfielder       , Philadelphia Phillies, PHI              , National League East   , National League
         62,         28,      65,   21,       9,       0,        9,         60,          30,                2,   54,          2, 0.266,    203, 0.36 , 0.443, 0.803,              1,           2, .667                ,                    3,            1016,            239.0,         90, 36.0,       91.0,        0,        4, .326 ,                0.43,                    0,            22.56,    656555, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Rhys Hoskins                ,     158, First Base       , Milwaukee Brewers    , MIL              , National League Central, National League
         31,         31,      26,    8,       1,       0,        0,         30,          13,                1,   15,          1, 0.149,    101, 0.252, 0.158, 0.41 ,              1,           5, .833                ,                    3,             436,                 ,         16,     ,           ,        1,        0,      ,                1.19,                    0,                 ,    666808, pitching  ,   2025,          0.0,  1.50,           30.0,  3.0,    1.0,   9.0,              12.0,   7.0,        3.0,        5.0,  0.93,        116.0,  90.0,         31.0,           0.0,      0.0,   274.0, .630            ,        1.0,   1.0,         2.0,      0.0, .750         ,            14.53,          16.0,               2.31,              9.00,         3.90,        4.50,           2.40,         0.00,             10.0,                    2.0, Camilo Doval                ,     137, Pitcher          , San Francisco Giants , SF               , National League West   , National League
         12,         68,      88,   26,      10,       0,        9,         69,          11,                0,   62,          2, 0.218,    284, 0.251, 0.349, 0.6  ,              0,           1, 1.000               ,                    5,            1082,                 ,         99,     ,           ,        1,        2,      ,                0.77,                    0,                 ,    693433, pitching  ,   2025,         12.0,  3.07,           76.1,  5.0,    3.0,   0.0,               0.0,   0.0,        0.0,       26.0,  0.96,        300.0, 229.0,         12.0,           0.0,      0.0,   741.0, .680            ,        2.0,   0.0,         2.0,      0.0, .625         ,            14.17,           0.0,               6.27,              8.14,         1.30,        7.31,           3.07,         1.06,              0.0,                    0.0, Bryan Woo                   ,     136, Pitcher          , Seattle Mariners     , SEA              , American League West   , American League
          1,          0,       5,    2,       1,       0,        0,          1,           2,                0,    4,          0, 0.4  ,     10, 0.5  , 0.5  , 1.0  ,              0,           0,                     ,                    0,              38,                 ,          5,     ,           ,        0,        0,      ,                0.00,                    0,                 ,    681146, pitching  ,   2025,          0.0,  9.00,            2.0,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        2.0,  3.00,         12.0,   6.0,          1.0,           0.0,      0.0,    21.0, .550            ,        0.0,   0.0,         0.0,      0.0,              ,            19.00,           1.0,               0.50,              4.50,         9.00,       18.00,           9.00,         0.00,              0.0,                    0.0, Jonah Bride                 ,     142, Third Base       , Minnesota Twins      , MIN              , American League Central, American League
         35,         23,      23,    6,       2,       0,        0,         33,           8,                1,   17,          1, 0.179,     95, 0.248, 0.2  , 0.448,              0,           0,                     ,                    0,             477,            105.0,         19,  5.0,       40.0,        0,        1, .270 ,                1.00,                    0,                 ,    681146, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Jonah Bride                 ,     142, Third Base       , Minnesota Twins      , MIN              , American League Central, American League
         62,         79,      59,   26,       9,       1,        5,         40,          11,                0,   65,          3, 0.27 ,    241, 0.307, 0.378, 0.685,              0,           2, 1.000               ,                   10,             905,            257.0,         91, 22.0,      103.0,        0,        2, .303 ,                1.34,                    0,            48.20,    664761, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Alec Bohm                   ,     143, Third Base       , Philadelphia Phillies, PHI              , National League East   , National League
         14,         42,      47,   21,       5,       0,        8,         43,          13,                0,   39,          2, 0.229,    170, 0.29 , 0.4  , 0.69 ,              1,           5, .833                ,                    3,             731,                 ,         68,     ,           ,        0,        1,      ,                0.89,                    0,                 ,    642232, pitching  ,   2025,          6.0,  4.17,           45.1,  3.0,    1.0,   0.0,               0.0,   0.0,        0.0,       21.0,  1.15,        186.0, 136.0,         14.0,           0.0,      0.0,   463.0, .630            ,        2.0,   0.0,         0.0,      0.0, .750         ,            16.13,           3.0,               3.31,              8.54,         2.58,        7.74,           4.17,         1.59,              6.0,                    0.0, Ryan Yarbrough              ,     147, Pitcher          , New York Yankees     , NYY              , American League East   , American League
         15,          8,      10,   10,       2,       0,        4,         21,           8,                1,   17,          0, 0.304,     56, 0.391, 0.554, 0.945,              0,           0,                     ,                    1,             282,             64.0,         31,  7.0,       19.0,        0,        0, .419 ,                0.80,                    0,            14.00,    660670, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Ronald Acuña Jr.            ,     144, Outfielder       , Atlanta Braves       , ATL              , National League East   , National League
         10,          6,       8,    1,       1,       0,        1,         12,           2,                1,    8,          0, 0.242,     33, 0.278, 0.364, 0.642,              0,           0,                     ,                    0,             145,                 ,         12,     ,           ,        0,        1,      ,                0.75,                    0,                 ,    642239, pitching  ,   2025,          1.0,  1.04,            8.2,  1.0,    1.0,   0.0,               0.0,   1.0,        0.0,        1.0,  1.15,         36.0,  26.0,         10.0,           0.0,      0.0,    99.0, .680            ,        0.0,   0.0,         0.0,      0.0, .500         ,            16.73,           1.0,               6.00,             12.46,         2.08,        8.31,           1.04,         1.04,              6.0,                    1.0, Rob Zastryzny               ,     158, Pitcher          , Milwaukee Brewers    , MIL              , National League Central, National League
         48,         41,      33,   19,       3,       0,        4,         18,          15,                0,   32,          2, 0.269,    119, 0.358, 0.395, 0.753,              2,           1, .333                ,                    7,             555,            141.0,         47, 21.0,       67.0,        4,        1, .286 ,                1.24,                    0,            29.75,    664770, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Nathan Lukes                ,     141, Outfielder       , Toronto Blue Jays    , TOR              , American League East   , American League
         22,         10,      14,    1,       2,       0,        0,         12,           3,                0,    9,          0, 0.205,     44, 0.25 , 0.25 , 0.5  ,              2,           1, .333                ,                    2,             188,             48.0,         11,  2.0,       24.0,        0,        1, .273 ,                0.71,                    0,                 ,    656582, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Connor Joe                  ,     113, Outfielder       , Cincinnati Reds      , CIN              , National League Central, National League
         61,         68,      62,   36,      15,       0,       15,         48,          11,                0,   62,          1, 0.262,    237, 0.294, 0.515, 0.809,              0,           5, 1.000               ,                   16,             951,            252.0,        122, 40.0,       95.0,        0,        3, .266 ,                1.10,                    0,            15.80,    691406, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Junior Caminero             ,     139, Third Base       , Tampa Bay Rays       , TB               , American League East   , American League
         55,         76,      57,   18,      10,       0,        2,         22,           8,                0,   53,          3, 0.255,    208, 0.292, 0.332, 0.624,              2,           0, .000                ,                    4,             704,            219.0,         69, 22.0,       77.0,        0,        0, .277 ,                1.33,                    0,           104.00,    660688, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Keibert Ruiz                ,     120, Catcher          , Washington Nationals , WSH              , National League East   , National League
